last,first,mlbid,ab_id,pitch_id,start_speed,x0,z0,px,pz,pfx_x,pfx_z,stand,inning,height,spinrateND,spindirND,vxf,vzf,xangle,zangle,pitch_type
Ogando,Alexi,468396,6944832,14410163,95.3137,-2.45031,6.3827,0.855662,3.00423,-4.102,13.597,L,1,76,2932.66,193.545,6.59707,-9.58085,-2.99512,4.3454,FA
Alvarez,Henderson,506693,7843636,16705058,94.7098,-2.62115,6.27365,-0.941452,2.35994,-8.69,4.22,R,3,72,1258.98,250.037,0.786229,-14.5329,-0.357275,6.57504,FA
Burnett,A.J.,150359,8231957,18034731,91.7664,-1.90586,5.91265,1.38121,2.287,-5.834,4.7,L,2,76,806.232,233.23,5.70163,-13.6165,-2.63991,6.28375,FA
McCarthy,Brandon,435221,6721377,13762055,89.5773,-1.90561,6.71729,1.28558,1.65069,4.205,6.146,L,5,79,890.988,132.856,9.0314,-16.4627,-4.29497,7.79523,FA
Verlander,Justin,434378,8353556,18501091,95.6697,-1.71286,6.95069,0.64368,3.16292,-4.868,9.459,L,1,77,1522.34,206.663,3.98469,-12.1783,-1.78048,5.42709,FA
Martinez,Cristhian,450852,7005226,14579896,89.3976,-1.53393,5.51728,0.373897,1.49244,-8.83,7.12,L,5,73,1754.23,234.89,1.2234,-13.669,-0.590776,6.57198,FA
Vogelsong,Ryan,285064,7055304,14716360,92.2827,-2.1328,5.91964,0.565799,2.51272,-4.53,10.15,R,8,75,1522.18,202.243,4.7904,-11.0357,-2.2256,5.11606,FA
Rienzo,Andre,516589,8304792,18313603,91.3107,-0.436945,6.25561,0.671681,2.15078,-1.934,9.099,L,4,75,1149.59,191.546,1.92087,-13.1192,-0.903338,6.14648,FA
Straily,Daniel,573185,8202027,17919972,90.5218,-2.40538,6.70121,-2.39819,3.58286,-6.41,9.9,L,6,74,1817.09,215.795,-2.35534,-10.4955,1.11875,4.97328,FA
Harrell,Lucas,449173,7995459,17210967,92.4733,-3.36971,5.52167,-0.434359,3.12744,-7.635,0.989,R,6,74,920.404,267.891,4.19775,-12.0536,-1.94624,5.57304,FA
Lopez,Wilton,446641,6951932,14430951,93.7127,-1.14851,5.40281,1.24584,2.48526,-6.86,5.71,L,8,72,1010.91,232.226,3.21974,-11.5206,-1.48999,5.31725,FA
Garza,Matt,490063,7986450,17176471,94.1873,-1.62749,6.16509,-1.266,1.99838,-5.358,6.828,R,6,76,1117.7,222.77,-1.18936,-14.1408,0.535827,6.34483,FA
Gutierrez,Juan,434641,8349504,18485359,94.6801,-0.99305,6.29294,-0.958992,2.7388,-1.184,10.755,R,7,75,1651.29,187.05,-0.371514,-11.1332,0.170278,5.08932,FA
Ogando,Alexi,468396,7695372,16312163,94.7867,-1.67863,6.28986,-0.373759,3.88932,-4.642,9.61,R,7,76,1655.81,205.631,1.4293,-8.71186,-0.650526,3.95894,FA
Turner,Jacob,545363,8105181,17631766,92.5342,-2.23922,6.096,-1.14261,2.89068,1.493,6.296,L,1,77,663.399,161.27,3.2253,-11.9973,-1.48907,5.52304,FA
Lynn,Lance,458681,8344214,18465072,92.7655,-2.37794,5.50938,0.454074,2.65903,-6.187,4.969,R,6,77,900.971,232.348,4.53011,-11.6273,-2.0678,5.29454,FA
Hunter,Tommy,488984,8062927,17468465,93.6771,-1.36131,6.51918,0.210252,2.11652,-2.234,10.012,R,3,75,1496.68,191.638,3.00192,-13.4819,-1.35857,6.07969,FA
Fien,Casey,502272,8057554,17447942,93.9657,-2.75257,5.6099,-0.265184,2.62495,-5.21,5.92,R,7,74,823.628,221.958,4.08053,-11.6071,-1.88745,5.35516,FA
Nolasco,Ricky,445060,7941074,16999277,89.1039,-2.53675,6.10483,0.710503,2.59425,-4.805,7.482,L,4,74,952.748,211.197,5.83184,-12.3182,-2.76854,5.83213,FA
Greinke,Zack,425844,8273079,18191924,94.2534,-1.65782,6.25588,-0.547002,2.81456,-2.945,12.214,L,5,74,2295.07,193.161,1.59661,-10.2892,-0.729975,4.69398,FA
Delabar,Steve,447755,8095621,17594651,96.5952,-1.87078,6.31322,1.64129,3.05313,-4.435,10.985,L,6,77,1790.82,198.289,7.06951,-10.267,-3.1696,4.59798,FA
Holland,Greg,518813,8245142,18084937,95.6843,-0.679698,5.98324,-0.240662,2.28642,1.147,12.356,R,9,71,2153.91,173.533,1.55078,-10.8105,-0.692172,4.81402,FA
Koehler,Tom,543408,8244397,18082093,94.1711,-1.99207,6.03698,0.0790573,2.0271,-5.826,8.515,L,1,75,1322.29,215.715,2.84108,-13.1113,-1.30413,5.99745,FA
Germano,Justin,430683,6869605,14193143,88.6215,-1.40203,5.92538,-0.893014,2.02343,-9.31,5.45,L,11,75,1551.19,245.52,-2.19055,-13.9913,1.06569,6.77571,FA
Owings,Micah,452249,7079332,14783959,86.3564,-1.57524,5.89393,-0.595551,3.08722,0.83,5.73,R,8,77,562.067,167.167,2.50949,-11.4118,-1.24188,5.63006,FA
Morrow,Brandon,453344,6987534,14532220,93.2742,-2.57195,5.99048,1.15669,1.44403,-4.24,6.436,R,5,75,697.875,211.717,7.44292,-15.2014,-3.43231,6.98372,FA
Cole,Gerrit,543037,8311624,18340071,96.8585,-2.5943,5.75253,0.173465,1.77932,-7.754,4.745,L,6,76,1138.64,242.355,3.93552,-14.5167,-1.72275,6.33061,FA
Jimenez,Ubaldo,434622,7935627,16978488,93.1863,-1.38774,6.59589,0.30212,0.424949,-6.902,10.956,L,1,76,1931.7,215.326,1.47472,-17.4206,-0.680508,7.98698,FA
Perez,Chris,453198,7712000,16353953,93.1772,-2.28111,5.2858,1.54769,2.99565,-7.319,6.989,R,9,76,1301.57,224.372,6.49728,-9.52607,-3.01512,4.41598,FA
Santana,Ervin,429722,6696861,13683227,93.9421,-1.90414,6.11307,-1.45908,3.69636,-4.26,10.277,L,1,74,1737.28,203.484,-0.544995,-8.52239,0.249386,3.89381,FA
Burnett,A.J.,150359,7078522,14780851,92.78,-1.66108,6.1615,-0.0285207,2.8364,-4.41,8.45,R,3,76,1276.06,207.877,2.28311,-11.4646,-1.05087,5.26267,FA
Arrieta,Jake,453562,7997659,17219235,92.3121,-2.19558,6.28728,-1.96515,1.56214,-6.04,8.61,L,5,76,1362.2,220.24,-1.72109,-14.7979,0.803742,6.87781,FA
White,Alex,502229,7987145,17179211,90.4351,-2.69733,5.93569,1.20921,0.809637,-3.438,7.137,R,5,75,1035.45,202.697,7.97747,-16.2602,-3.7403,7.58987,FA
Pineda,Michael,501381,7751790,16451887,92.8207,-2.7434,5.86575,0.254044,1.53701,-2.74,6.84,R,4,77,642.721,197.73,6.17866,-14.5153,-2.90023,6.78728,FA
Rogers,Mark,449161,8037751,17372731,94.5028,-2.74594,6.42099,-0.55672,1.81033,-3.458,8.773,R,6,75,1182.33,200.87,4.0707,-14.4861,-1.83905,6.51844,FA
Padilla,Vicente,218894,7940810,16998285,94.9398,-2.41288,5.99553,0.820933,3.2266,-6.274,9.402,L,7,74,1800.68,211.924,5.58421,-9.67428,-2.51126,4.34503,FA
Buckner,Billy,434438,8250922,18107223,87.3044,-2.42472,6.51742,-0.53965,2.26914,-4.69,11.5,L,9,74,1848.37,202.027,2.62161,-12.6171,-1.28931,6.18201,FA
Archer,Christopher,502042,8000145,17228706,92.6153,-1.52574,6.58485,-1.2798,2.97159,-7.685,9.411,L,2,75,2296.72,222.333,-2.333,-11.7953,1.07295,5.40919,FA
Gibson,Kyle,502043,8269096,18176452,92.5539,-2.27268,6.76988,-1.56841,2.11186,-6.257,6.635,L,3,78,1109.81,228.776,-0.675871,-15.3886,0.310929,7.04376,FA
Chamberlain,Joba,501955,8056071,17442294,94.5595,-1.29405,6.63704,0.156739,4.4432,-3.571,9.868,R,7,74,1647.58,198.921,2.20653,-8.07394,-0.994909,3.63596,FA
Motte,Jason,435400,7837193,16683454,97.5719,-0.864776,5.50778,-0.328459,3.97317,-4.8,7.47,R,9,72,1313.66,213.707,-0.543952,-7.24789,0.241234,3.21097,FA
Gaudin,Chad,429985,8225804,18011512,91.4695,-1.80808,5.38753,2.14455,1.72044,-4.11,9.37,R,4,70,1262.64,200.082,7.92948,-11.9507,-3.67492,5.52894,FA
Boyer,Blaine,430641,8125921,17697064,90.2945,-2.25112,6.36592,-1.43825,3.28317,-6.539,7.003,R,9,75,1272.5,226.302,-0.497924,-11.4898,0.237067,5.4539,FA
Gaudin,Chad,429985,8231097,18031484,93.1709,-1.62113,5.33974,-0.026056,1.78191,-7.174,8.65,R,2,70,1709.31,221.508,1.14406,-11.9475,-0.524517,5.4611,FA
McCarthy,Brandon,435221,6944428,14408696,90.6373,-2.17111,6.6386,1.47312,3.66047,1.061,6.875,R,4,79,727.434,160.492,9.02781,-11.2757,-4.25856,5.31347,FA
Portillo,Adys,573584,8359500,18522783,93.7215,-1.84455,6.03255,-0.345568,3.8612,0.842,9.35,R,1,74,1449.89,171.582,4.00076,-8.27347,-1.82632,3.7726,FA
Axford,John,446099,8227574,18018191,94.7845,-0.504691,6.82201,-0.275019,2.83723,-1.881,12.236,L,8,77,2250.92,189.35,-0.162197,-11.5938,0.0731891,5.21707,FA
Eovaldi,Nathan,543135,8282923,18229767,96.6286,-3.14439,6.36372,-0.145617,2.41212,-5.637,7.852,L,4,75,1800.4,215.531,5.36195,-13.2162,-2.34471,5.76299,FA
Dempster,Ryan,133225,8338976,18444864,88.9054,-1.64627,6.10566,0.13993,3.42428,-3.742,7.938,L,4,74,957.666,204.254,2.78272,-10.2595,-1.349,4.96204,FA
Nova,Ivan,467100,8086911,17560795,93.4982,-2.50334,6.51873,-0.741662,3.34681,-6.753,7.229,R,6,76,1311.24,224.888,1.71799,-11.5481,-0.786733,5.27367,FA
Varvaro,Anthony,460008,7995156,17209836,92.8737,-0.653907,6.27705,0.550899,3.69753,-2.533,10.533,R,4,72,1757.77,192.521,1.95805,-8.88096,-0.908547,4.11409,FA
Gonzalez,Miguel,456068,8016870,17292539,92.0928,-0.840198,6.1422,0.635664,3.09435,-4.374,11.743,R,1,73,2052.5,199.917,1.8924,-9.63399,-0.899208,4.56842,FA
Swarzak,Anthony,461872,8309228,18330894,93.9803,-1.52409,6.20379,0.223867,1.63137,-4.45,8.58,R,5,76,1258.87,208.643,2.57895,-14.4576,-1.17171,6.54096,FA
Ramos,Alejandro,573109,8175258,17815686,93.68,-2.52363,5.44054,-0.293103,1.78019,-4.292,8.62,R,8,70,1158.97,205.747,3.79934,-12.2209,-1.75452,5.62715,FA
Cobb,Alexander,502171,8338212,18441888,92.9155,-1.58582,6.14427,0.439931,2.50114,-3.848,10.944,R,1,73,1675.75,198.145,3.44237,-11.307,-1.60128,5.24629,FA
Rodriguez,Aneury,444553,7955431,17057519,89.9219,-0.900336,5.98725,-0.16205,2.63153,-2.689,10.606,R,1,75,1525.34,194.488,0.744498,-10.8151,-0.356011,5.15778,FA
Ogando,Alexi,468396,7735356,16412134,98.3867,-1.44222,6.73809,0.927362,1.27073,-0.816,12.471,L,4,76,2354.49,180.615,5.75781,-15.2639,-2.50332,6.61103,FA
Dempster,Ryan,133225,8106004,17634887,89.4811,-1.75264,6.40111,0.0860732,1.94369,-5.746,9.796,R,1,74,1562.84,211.645,2.19262,-13.6925,-1.04777,6.51563,FA
Rodriguez,Aneury,444553,6986844,14529698,92.5507,-1.4294,5.74594,-0.461572,3.44738,0.15,9.15,R,1,75,1182.15,176.773,2.39102,-8.74981,-1.11666,4.07995,FA
Robertson,David,502085,7130394,14919927,94.982,-2.86425,6.00226,-0.396253,1.74403,-0.281,12.168,L,8,71,1992.77,177.274,5.99557,-12.3089,-2.72041,5.57156,FA
Tillman,Chris,501957,8291181,18261304,92.2861,-2.36645,7.0044,-0.999019,2.44062,-2.827,11.264,L,3,77,1706.16,193.756,2.22517,-13.4056,-1.03724,6.22493,FA
Colon,Bartolo,112526,7801771,16582291,93.5063,-0.721237,6.26834,0.385933,4.15035,-7.6,7.92,R,5,71,1819.37,224.931,-0.212632,-8.68332,0.0966212,3.93953,FA
Scherzer,Max,453286,8084410,17551058,92.9001,-3.42875,5.53364,-1.01587,3.67462,-6.707,6.669,R,3,75,1286.25,224.502,3.2976,-8.6098,-1.5338,3.99908,FA
Chamberlain,Joba,501955,8280521,18220660,96.5682,-1.53254,6.69185,0.0289439,2.24752,-3.7,9.484,R,8,74,1498.7,201.692,2.47749,-13.821,-1.09683,6.09643,FA
Vogelsong,Ryan,285064,8106368,17636249,94.0504,-1.99862,5.82841,1.11907,3.34648,-6.1,10.82,L,2,75,2207.2,206.924,5.28676,-8.49948,-2.43546,3.91174,FA
Beavan,Blake,518444,7947543,17023878,91.2652,-2.77653,5.99694,1.00046,2.33352,-4.558,11.836,R,3,79,1901.59,197.165,7.25021,-11.0746,-3.45022,5.26168,FA
Latos,Mat,502009,8266203,18165458,92.2252,-0.219492,7.23153,-0.509371,2.14013,-0.748,9.919,L,5,78,1344.89,185.395,-0.991498,-15.1794,0.452115,6.88844,FA
Scahill,Rob,543746,8343636,18462855,94.4636,-2.03434,5.69518,1.23936,1.58735,-3.829,5.894,R,9,74,931.279,211.893,6.64128,-14.3602,-2.95986,6.37921,FA
Halladay,Roy,136880,7322028,15399986,93.6084,-1.5351,6.3555,2.10078,1.84767,-4.83,10.14,L,2,78,1500.43,203.149,7.02658,-13.6955,-3.21562,6.24926,FA
Penny,Brad,207267,7839185,16689383,93.683,-2.77642,6.30848,0.857952,2.29382,-5.84,9.96,R,2,76,1606.39,208.636,6.65164,-12.5559,-3.03239,5.71043,FA
Samardzija,JeFA,502188,8074647,17513215,96.7769,-1.94878,6.27563,0.305584,2.50179,-6.827,7.01,R,3,77,1287.57,226.576,2.9897,-13.1126,-1.32986,5.81367,FA
Cain,Matt,430912,7406380,15600810,93.2039,-1.9553,6.07893,-0.910335,3.25707,-5.5,12.05,L,2,75,2499.65,204.96,0.447745,-8.88462,-0.207394,4.1083,FA
Floyd,Gavin,425856,7079006,14782679,93.756,-1.93797,5.98264,0.149727,2.94885,-3.58,7.97,L,6,78,1067.61,202.521,3.71731,-10.9529,-1.72746,5.07809,FA
Pelfrey,Mike,460059,8346358,18473236,92.1551,-1.36999,5.7082,0.275487,2.88678,-6.811,4.056,L,6,79,957.604,243.059,1.39203,-11.9232,-0.644733,5.5056,FA
Cashner,Andrew,488768,7951413,17038591,97.5705,-2.56199,6.14512,-1.06242,2.57246,-2.775,9.365,L,8,78,1300.85,195.731,2.71626,-11.658,-1.19106,5.0992,FA
Parnell,Robert,458730,7820870,16633646,97.4354,-2.1294,6.02123,1.47488,2.55631,-6.356,7.802,R,9,76,1338.42,218.135,6.63913,-12.0062,-2.90802,5.24866,FA
Lyles,Jordan,543475,7944060,17010709,90.6625,-2.39538,6.28801,0.0792753,4.73679,-3.211,9.133,R,4,76,1299.77,196.174,4.68117,-7.03562,-2.20111,3.30615,FA
Bard,Daniel,453268,8073252,17507856,92.3202,-1.99717,6.6179,0.39675,1.77233,0.646,8.863,R,7,76,955.757,169.427,6.01234,-14.989,-2.79408,6.93717,FA
Swarzak,Anthony,461872,7927777,16948404,90.3243,-1.16311,6.32833,-0.706136,2.37602,-4.06,6.945,R,1,76,803.916,215.221,-0.415712,-13.5691,0.200048,6.50166,FA
Robles,Hansel,570663,8358779,18520055,90.3049,-2.5909,4.84493,-0.529462,2.97579,-11.792,6.467,R,1,71,2897.83,242.335,0.50464,-8.83224,-0.240523,4.20212,FA
Morrow,Brandon,453344,7921574,16924521,92.4912,-2.72252,6.01542,-0.586977,3.4655,-1.652,9.424,L,7,75,1250.63,187.107,4.55976,-9.19933,-2.08885,4.20855,FA
Gee,Dillon,518716,7837375,16684109,87.4478,-1.35669,5.64329,0.666499,3.24316,1.02,5.13,L,4,73,497.941,160.541,5.01025,-10.6541,-2.43633,5.1698,FA
Salas,Fernando,477569,8336623,18435944,93.229,-0.550754,5.72912,0.108467,1.92505,-5.964,10.18,R,9,74,1808.43,213.28,-0.653165,-12.0008,0.306631,5.61582,FA
Nolasco,Ricky,445060,8215519,17971612,92.6977,-1.1683,6.1297,-1.60261,2.22938,-4.417,7.391,L,4,74,1005.09,217.221,-2.70875,-13.2771,1.26846,6.19421,FA
Lyles,Jordan,543475,7322493,15401778,92.0216,-1.50769,5.50996,-0.174731,2.2494,-4.34,8.18,R,2,76,1133.39,209.006,1.56467,-11.4565,-0.739014,5.39532,FA
Caminero,Arquimedes,491708,8311494,18339558,96.5826,-2.23839,5.37011,-0.567549,3.14185,-5.121,7.681,R,9,76,1268.97,213.498,2.19286,-8.93668,-0.970901,3.95087,FA
Brach,Brad,542960,6664764,13606014,87.4575,-3.02899,5.60269,0.169493,2.81429,-6.447,7.093,R,7,78,1238.85,221.505,5.01338,-10.8339,-2.43232,5.24468,FA
Hanson,Tommy,462102,6697029,13683856,93.2301,-0.901967,6.86585,-0.0618885,3.66252,-3.609,11.542,L,3,78,1753.94,197.692,0.669013,-10.0009,-0.309648,4.61886,FA
Eovaldi,Nathan,543135,8102684,17622115,95.815,-2.96182,5.97561,-1.33872,2.11777,-4.889,6.587,R,1,75,901.817,219.586,2.1394,-13.488,-0.967471,6.07716,FA
Hefner,Jeremy,458550,8261274,18146754,92.505,-2.08141,6.48726,-0.362432,2.28167,-4.095,8.956,L,5,76,1226.99,205.048,2.60279,-13.4112,-1.20616,6.19158,FA
Jackson,Edwin,429719,6887493,14245050,96.1358,-1.89776,5.97698,0.0159029,1.47463,-4.07,10.66,L,6,75,1547.7,200.648,3.19171,-13.5075,-1.43504,6.05183,FA
Sanchez,Anibal,434671,7376387,15525876,90.4453,-0.725722,6.29593,0.4607,3.38227,-1.72,8.24,L,2,72,1019.78,190.644,2.17681,-10.6054,-1.02281,4.97111,FA
Scribner,Evan,519267,8177719,17825199,88.7692,-1.52166,6.04054,1.62082,2.01064,0.025,14.133,R,9,75,2502.62,174.941,7.24422,-11.1652,-3.54431,5.45317,FA
Putz,J.J.,407816,6945132,14411289,92.9834,-2.50538,6.77097,0.278399,3.37905,0.07,10.52,L,9,77,1600.35,174.438,6.78252,-10.8449,-3.13016,4.99726,FA
Arrieta,Jake,453562,8015747,17288246,93.8591,-1.99714,6.24323,-1.79647,2.3646,-5.51,8.52,R,2,76,1373.67,216.923,-1.61999,-12.7865,0.743483,5.84821,FA
Latos,Mat,502009,7322824,15402973,95.0598,-0.980616,6.81351,-0.351956,2.35129,0.13,8.46,L,5,78,968.546,177.384,1.61249,-14.2521,-0.7278,6.40622,FA
Romo,Sergio,489265,8114932,17665597,89.6623,-1.40903,5.34497,0.401165,2.87978,-8.765,10.346,R,10,71,2351.02,220.726,1.02471,-8.85447,-0.494216,4.26271,FA
Hanrahan,Joel,430629,7095343,14826983,98.1876,-2.15718,6.07983,-0.778241,3.97896,-4.931,9.319,L,9,76,1729.44,207.51,1.5526,-7.94082,-0.68754,3.5122,FA
Bass,Anthony,542914,8105367,17632468,93.0567,-1.21194,6.39762,-0.0886501,3.29149,0.008,7.853,L,3,74,930.352,177.466,2.74921,-11.1416,-1.25375,5.06859,FA
Jepsen,Kevin,448178,8222955,18000617,95.649,-2.05205,5.50195,0.464527,2.95422,-5.857,8.369,R,7,75,1559.85,213.939,3.99073,-9.51668,-1.79275,4.26864,FA
Norris,Bud,502032,7979982,17151912,90.0518,-0.998618,6.26144,1.10415,1.72056,-1.43,7.64,R,2,72,1033.42,187.706,4.4355,-14.684,-2.09225,6.89611,FA
Hunter,Tommy,488984,8306731,18321183,98.6943,-2.16364,6.81745,0.182735,3.51854,-1.91,9.76,R,9,75,1329.49,187.089,5.2343,-10.82,-2.31631,4.7796,FA
Collmenter,Joshua,518567,8241422,18070873,89.6538,0.183954,7.16751,-0.15351,2.8151,-2.14,12.09,L,11,76,1861.26,191.946,-1.56915,-12.6181,0.755022,6.04919,FA
Porcello,Rick,519144,8176652,17820934,89.481,-2.81592,6.25498,-0.237667,3.83849,-6.187,10.441,L,6,77,1793.73,209.178,3.75748,-8.69346,-1.8028,4.16506,FA
Burnett,Alex,488751,8065495,17478292,94.4126,-1.5694,5.87357,1.37549,2.47624,-4.695,10.063,R,3,72,1777.54,202.97,5.44972,-10.991,-2.46812,4.96831,FA
Bard,Daniel,453268,7971377,17118891,93.5415,-1.88639,6.55098,-1.1124,3.59987,3.123,7.663,L,3,76,1016.05,153.448,3.08772,-10.8457,-1.4173,4.96686,FA
Saito,Takashi,493416,6694488,13674507,89.3181,-2.66878,5.82563,-0.339435,2.98558,-4.855,9.781,R,8,74,1430.13,205.15,3.66942,-9.90604,-1.74785,4.70936,FA
Colon,Bartolo,112526,7980806,17154976,94.9415,-1.47105,6.00532,0.0130198,0.857729,-7.3,11.09,L,2,71,2105.3,216.743,0.851516,-14.9283,-0.395917,6.90744,FA
Leroux,Christopher,460092,7490792,15810951,95.7501,-2.83922,5.90768,-0.0222413,2.01683,-5.85,7.32,R,10,78,1310.41,219.162,4.76823,-13.2719,-2.11026,5.85588,FA
Crow,Aaron,543070,8006057,17251452,96.0212,-1.56639,6.11534,1.22601,1.89381,-5.667,7.516,L,8,75,1263.31,217.793,4.77738,-14.0296,-2.12568,6.22076,FA
Darvish,Yu,506433,8279523,18216860,97.8457,-2.4158,5.88234,-0.82279,1.3049,-3.6,12.64,L,4,77,2878.55,195.558,2.63603,-12.9007,-1.14385,5.58101,FA
Halladay,Roy,136880,6893141,14262198,91.9744,-2.24025,5.90774,1.20783,2.11122,-2.96,6.02,R,8,78,573.77,201.076,7.13059,-13.5383,-3.35745,6.35561,FA
Kluber,Corey,446372,8228894,18023120,94.6631,-1.67686,5.719,-0.802884,3.19101,-5.36,7.26,L,1,76,1230.9,218.202,0.0836488,-9.92151,-0.0378275,4.47755,FA
Vogelsong,Ryan,285064,7087087,14804894,93.2544,-1.98109,5.79784,0.510188,3.29052,-5.408,9.869,R,3,75,1634.99,207.232,4.01102,-8.91145,-1.8345,4.07031,FA
Ascanio,Jose,448857,6917441,14331300,94.1358,-2.74989,5.57237,1.03862,1.34519,-9.798,8.132,R,8,71,2016.98,231.884,5.51282,-13.786,-2.52826,6.30102,FA
Papelbon,Jonathan,449097,8054356,17435762,95.1365,-3.52237,5.64937,-1.70638,3.06956,-8.019,6.233,R,9,76,1456.67,234.17,1.3906,-10.4514,-0.630535,4.72839,FA
Ottavino,Adam,493603,8261450,18147385,90.1673,-3.90825,5.61267,-2.00571,2.82291,-1.119,1.451,L,7,77,96.3942,222.113,4.08447,-12.8454,-1.92815,6.04368,FA
Ely,John,518655,6671545,13619953,90.5984,-2.20548,6.96507,-1.58476,2.92758,-5.205,11.482,L,3,74,2260.94,206.397,-0.455093,-12.0952,0.217577,5.76318,FA
Aceves,Alfredo,469686,7976673,17139283,94.9066,-1.59646,5.45172,-0.233131,3.83476,-6.477,5.977,L,9,75,1147.37,228.058,0.864708,-8.16754,-0.392153,3.69897,FA
Burnett,A.J.,150359,7407443,15604802,92.5117,-1.92507,6.10526,-0.982703,2.9229,-5.09,3.85,L,6,76,638.188,239.572,0.351232,-12.8756,-0.163528,5.97293,FA
Lincecum,Tim,453311,7727745,16394486,90.4292,-1.35303,6.28407,-0.0136686,1.61181,2.51,3.51,R,1,71,356.55,127.199,4.10918,-16.5396,-1.93667,7.75054,FA
Peavy,Jake,408241,7650342,16197753,92.1542,-1.49901,5.94834,-1.35266,3.55123,-5.84,10.65,L,7,73,2146.22,210.642,-1.83404,-8.45841,0.864661,3.98162,FA
Kimbrel,Craig,518886,8267696,18171264,97.7119,-2.73098,4.95449,-0.191102,2.65509,-4.23,7.63,R,11,71,1103.92,206.308,4.77028,-9.13395,-2.11794,4.05044,FA
Estrada,Marco,462136,8050863,17422688,90.437,-0.651534,6.26191,1.82291,2.65742,-1.521,11.15,L,1,72,1576.69,184.162,5.26912,-11.1921,-2.51126,5.32222,FA
Harvey,Matthew,518774,8069644,17494055,97.134,-0.963434,6.44389,0.508138,2.26963,-7.881,10.566,R,2,76,2514.69,218.811,0.599263,-12.7156,-0.265211,5.60949,FA
Bauer,Trevor,545333,8209929,17950297,92.3645,-0.578117,5.83323,0.495982,2.73283,-5.95,8.684,R,2,73,1354.04,216.388,0.346746,-10.8719,-0.162968,5.09626,FA
Chamberlain,Joba,501955,8076215,17519315,97.6839,-1.26296,6.52994,0.92426,2.57955,0.798,12.747,R,8,74,2232.06,172.303,5.86895,-11.2913,-2.60223,4.99719,FA
Tillman,Chris,501957,8028551,17337452,92.4933,-2.47994,6.62536,0.107263,3.47372,-1.607,11.134,L,6,77,1787.69,184.494,5.6345,-10.0491,-2.61964,4.66504,FA
Hochevar,Luke,460024,8021103,17309125,95.3134,-2.43249,6.13029,0.464236,3.11606,-6.07,10.48,R,5,77,2236.81,208.374,4.82141,-9.88709,-2.19259,4.48924,FA
Estrada,Marco,462136,8021687,17311383,89.3728,-1.59274,6.38601,-1.6817,2.85767,-5.99,11.87,L,2,72,2803.08,209.157,-2.40654,-10.7588,1.15111,5.13312,FA
McGowan,Dustin,430661,8347009,18475779,93.623,-2.65905,6.36622,-0.0160497,2.39403,-5.901,6.724,L,7,75,996.798,222.936,4.19632,-13.6993,-1.92566,6.26382,FA
Hudson,Daniel,543339,7685456,16286181,94.7181,-2.86489,5.18262,-1.12106,1.91519,-7.48,4.17,L,2,75,1195.26,245.088,1.41317,-12.9496,-0.63472,5.79663,FA
Uehara,Koji,493157,8238956,18061554,89.961,-1.24293,6.15584,-0.138135,2.6397,-3.431,12.459,R,11,73,2110.41,195.235,1.32947,-10.5352,-0.641506,5.07043,FA
Hanrahan,Joel,430629,7822448,16638451,96.5917,-1.91861,6.11883,1.12362,3.4496,-6.47,8.36,L,9,76,1544.77,216.381,5.1035,-9.80174,-2.27647,4.36599,FA
Uehara,Koji,493157,8097328,17601341,90.2915,-1.04831,6.11406,-0.946386,4.0725,-6.978,12.978,L,7,73,4307.57,209.414,-2.34229,-6.8137,1.11156,3.23049,FA
Lackey,John,407793,7331029,15422583,94.3409,-2.56625,6.4206,0.499405,1.71697,-5.363,11.506,R,2,78,1881.58,203.519,5.43181,-13.6741,-2.51958,6.32115,FA
Miller,Shelby,571946,8286591,18243829,91.0426,-1.32027,5.63693,0.466853,2.459,-2.295,7.921,L,6,75,1014.59,194.441,3.41068,-11.3347,-1.59026,5.27133,FA
Peralta,Joel,407908,7295213,15334608,90.165,-2.02822,6.55405,-0.873257,4.30525,-2.201,9.828,L,7,71,1507.6,191.421,1.90655,-8.49491,-0.911034,4.05282,FA
Bass,Anthony,542914,7995011,17209275,91.8792,-0.590121,6.44638,-0.792537,2.21186,-3.077,8.666,L,2,74,1054.23,203.358,-1.6394,-13.5941,0.768661,6.34811,FA
Janssen,Casey,445163,8279336,18216161,89.9062,-0.940039,5.41446,-0.498385,3.55738,-1.673,8.121,L,9,75,1018.32,191.572,0.421992,-8.18661,-0.20046,3.88296,FA
Hughes,Phil,461833,8052069,17427236,93.1515,-2.91752,6.00858,-0.476893,4.11281,-6.17,8.212,R,3,77,1477.03,215.64,3.59263,-8.05405,-1.64281,3.67883,FA
Guerrier,Matt,407825,6795899,13978297,89.9932,-1.2797,6.04609,0.595789,2.99204,-0.318,7.528,R,8,75,819.907,178.349,4.31305,-11.2144,-2.03601,5.28107,FA
Masterson,Justin,475416,8173463,17808775,93.5469,-2.37831,5.4554,-0.090721,3.00521,-5.452,5.913,L,1,78,895.609,222.813,3.5,-10.2941,-1.60782,4.71939,FA
Wolf,Ross,448693,8236882,18053646,89.3075,-2.43574,6.08213,-1.26787,2.9766,-9.093,5.585,R,18,72,1491.97,242.21,-0.600143,-12.0825,0.288353,5.78563,FA
Hernandez,Felix,433587,8099081,17608134,93.5428,-2.12102,6.2225,-0.42918,2.36062,-4.804,9.305,R,4,75,1364.92,207.999,2.28821,-12.4523,-1.05877,5.74309,FA
